day,year,crime_date,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
2,2017,2017-02-07,02,07,46.0,43.7,999.9,2.8,6.8,17.1,31.1,53.6,42.1,0.32,999.9,1,692
3,2017,2017-02-08,02,08,32.2,23.4,1011.6,7.7,10.9,20.0,27.0,44.1,28.0,0.23,999.9,0,666
4,2017,2017-02-09,02,09,20.2,3.0,1024.6,10.0,12.3,17.1,25.1,28.0,14.0,0.0,999.9,0,668
5,2017,2017-02-10,02,10,26.7,13.6,1019.2,10.0,12.1,22.9,31.1,41.0,18.0,0.0,999.9,0,744
6,2017,2017-02-11,02,11,42.7,33.0,1010.6,9.9,6.8,11.1,999.9,52.0,37.9,0.0,999.9,0,704
7,2017,2017-02-12,02,12,41.3,26.9,1017.0,9.9,14.3,28.0,45.1,48.9,37.0,0.0,999.9,0,677
1,2017,2017-02-13,02,13,36.1,18.9,1026.2,10.0,8.6,15.0,25.1,45.0,27.0,0.0,999.9,0,718
2,2017,2017-02-14,02,14,41.4,25.6,1012.1,10.0,11.0,19.0,27.0,51.1,34.0,0.0,999.9,0,712
3,2017,2017-02-15,02,15,34.4,15.2,1011.5,10.0,12.1,18.1,22.9,46.0,28.0,0.0,999.9,0,673
4,2017,2017-02-16,02,16,35.1,12.5,1013.7,10.0,6.7,11.1,15.9,42.1,30.9,0.0,999.9,0,671
5,2017,2017-02-17,02,17,46.4,28.9,1005.9,10.0,6.9,15.9,24.1,66.9,32.0,0.0,999.9,0,830
6,2017,2017-02-18,02,18,56.9,34.7,1005.4,10.0,8.2,12.0,19.0,70.0,45.0,0.0,999.9,0,747
7,2017,2017-02-19,02,19,51.4,33.0,1014.3,10.0,2.2,8.0,999.9,66.9,37.9,0.0,999.9,0,674
1,2017,2017-02-20,02,20,55.1,40.8,1018.8,8.3,7.4,15.0,21.0,69.1,46.0,0.0,999.9,0,710
2,2017,2017-02-21,02,21,59.7,49.4,1013.0,8.7,8.0,13.0,20.0,64.9,54.0,0.08,999.9,0,678
3,2017,2017-02-22,02,22,57.9,52.1,1008.8,6.1,8.2,15.0,21.0,66.9,52.0,0.05,999.9,1,703
4,2017,2017-02-23,02,23,51.6,44.0,1006.1,9.9,11.5,15.9,21.0,64.9,37.9,0.0,999.9,0,655
5,2017,2017-02-24,02,24,40.8,37.6,1001.9,5.2,9.1,14.0,20.0,44.1,37.9,0.22,999.9,0,660
6,2017,2017-02-25,02,25,30.4,21.0,1008.9,8.8,13.4,20.0,28.0,44.1,23.0,0.01,999.9,0,599
7,2017,2017-02-26,02,26,33.1,16.0,1017.4,10.0,11.5,19.0,31.1,48.9,24.1,0.0,999.9,0,576
1,2017,2017-02-27,02,27,42.8,27.3,1020.0,10.0,6.8,15.9,18.1,54.0,33.1,0.0,999.9,0,633
2,2017,2017-02-28,02,28,52.0,44.8,1011.4,8.7,11.4,15.0,24.1,59.0,46.9,0.01,999.9,0,631
3,2017,2017-03-01,03,01,47.3,43.5,1001.6,5.8,10.5,22.0,31.1,59.0,32.0,1.5,999.9,0,738
4,2017,2017-03-02,03,02,32.4,20.3,1022.5,10.0,10.0,25.1,32.1,36.0,28.9,0.05,999.9,0,628
5,2017,2017-03-03,03,03,27.8,6.1,1034.0,10.0,10.0,15.9,20.0,33.1,21.0,0.0,999.9,0,673
6,2017,2017-03-04,03,04,33.7,21.5,1034.6,9.2,9.0,15.9,22.0,42.1,28.4,0.0,999.9,0,633
7,2017,2017-03-05,03,05,42.4,28.6,1025.2,10.0,12.1,18.1,27.0,61.0,33.1,0.0,999.9,0,661
1,2017,2017-03-06,03,06,54.6,46.5,1014.8,9.8,15.3,20.0,32.1,60.8,52.0,0.0,999.9,0,683
2,2017,2017-03-07,03,07,54.5,39.4,1008.8,9.3,18.8,28.0,41.0,64.0,44.1,0.31,999.9,0,682
3,2017,2017-03-08,03,08,46.3,19.0,1015.5,10.0,19.4,31.1,49.0,52.0,41.0,0.0,999.9,0,667
4,2017,2017-03-09,03,09,39.3,18.5,1021.8,10.0,8.5,15.9,24.1,50.0,34.0,0.0,999.9,0,676
5,2017,2017-03-10,03,10,31.8,6.4,1027.5,10.0,12.1,19.0,31.1,37.0,27.0,0.0,999.9,0,666
6,2017,2017-03-11,03,11,24.0,-4.8,1033.1,10.0,8.2,15.0,21.0,30.0,18.0,0.0,999.9,0,658
7,2017,2017-03-12,03,12,27.1,1.0,1032.2,10.0,5.7,13.0,22.9,36.0,19.9,0.0,999.9,0,553
1,2017,2017-03-13,03,13,29.0,21.8,1024.7,5.5,10.2,18.1,20.0,33.1,26.1,0.01,1.2,0,541
2,2017,2017-03-14,03,14,26.6,19.3,1026.1,4.4,12.2,19.0,31.1,30.9,21.2,0.06,5.1,1,474
3,2017,2017-03-15,03,15,24.1,7.7,1029.2,10.0,11.0,15.9,33.0,33.1,17.1,0.02,3.1,0,606
4,2017,2017-03-16,03,16,29.8,11.9,1027.8,10.0,6.3,11.1,15.0,42.1,19.0,0.0,1.2,0,668
5,2017,2017-03-17,03,17,39.0,31.1,1019.8,6.5,8.0,11.1,19.0,48.9,35.1,0.03,1.2,0,709
6,2017,2017-03-18,03,18,42.4,31.8,1019.7,9.8,12.1,19.0,28.9,50.0,39.0,0.0,999.9,0,674
7,2017,2017-03-19,03,19,41.5,30.6,1027.0,10.0,5.2,9.9,20.0,53.1,30.9,0.0,999.9,0,604
1,2017,2017-03-20,03,20,47.9,39.4,1017.5,9.2,9.6,18.1,26.0,54.0,43.0,0.43,999.9,0,694
2,2017,2017-03-21,03,21,43.3,29.8,1021.7,10.0,9.5,17.1,22.9,55.0,35.1,0.0,999.9,0,649
3,2017,2017-03-22,03,22,32.3,19.1,1033.9,10.0,14.1,22.9,32.1,37.9,28.9,0.0,999.9,0,647
4,2017,2017-03-23,03,23,37.8,21.5,1029.7,10.0,9.4,15.9,22.0,51.1,30.9,0.0,999.9,0,666
5,2017,2017-03-24,03,24,59.9,40.9,1014.2,10.0,12.9,22.9,34.0,82.0,46.9,0.0,999.9,0,778
6,2017,2017-03-25,03,25,43.7,41.3,1017.2,5.6,10.6,17.1,22.9,48.0,39.2,0.5,999.9,0,695
7,2017,2017-03-26,03,26,53.1,50.2,1011.4,5.9,7.4,12.0,17.1,62.1,45.0,0.48,999.9,0,702
1,2017,2017-03-27,03,27,50.0,47.7,1013.1,5.7,7.4,12.0,999.9,55.9,44.1,0.1,999.9,0,722
2,2017,2017-03-28,03,28,43.1,36.9,1018.7,10.0,9.6,15.9,21.0,46.9,39.9,0.0,999.9,0,673
3,2017,2017-03-29,03,29,42.3,36.0,1023.3,7.3,9.9,17.1,22.0,48.9,36.0,0.0,999.9,0,669
4,2017,2017-03-30,03,30,44.1,41.1,1011.9,5.0,12.2,25.1,35.9,46.9,41.0,1.33,999.9,1,690
5,2017,2017-03-31,03,31,39.6,36.9,1008.1,5.5,15.7,20.0,29.9,45.0,37.0,0.88,999.9,0,777
6,2017,2017-04-01,04,01,44.2,27.9,1021.5,10.0,5.6,14.0,21.0,55.9,33.1,0.0,999.9,0,826
7,2017,2017-04-02,04,02,50.3,27.7,1020.9,10.0,6.2,9.9,19.0,60.1,42.1,0.0,999.9,0,690
1,2017,2017-04-03,04,03,49.3,42.3,1007.0,7.9,6.5,8.0,999.9,53.1,46.9,0.0,999.9,0,696
2,2017,2017-04-04,04,04,48.6,44.2,1004.2,6.9,8.1,12.0,20.0,55.9,46.0,0.24,999.9,0,712
3,2017,2017-04-05,04,05,44.9,40.2,1010.5,7.2,12.7,27.0,40.0,51.1,41.0,0.12,999.9,0,633
4,2017,2017-04-06,04,06,42.9,34.3,1008.5,7.6,18.7,25.1,41.0,52.0,37.9,1.35,999.9,0,668
5,2017,2017-04-07,04,07,43.8,21.9,1018.4,10.0,11.8,17.1,26.0,54.0,37.0,0.36,999.9,0,704
6,2017,2017-04-08,04,08,51.2,27.3,1016.5,10.0,9.2,15.9,28.0,66.9,39.9,0.0,999.9,0,695
7,2017,2017-04-09,04,09,64.8,44.4,1008.2,10.0,13.5,22.0,31.1,77.0,57.0,0.0,999.9,0,761
1,2017,2017-04-10,04,10,68.0,54.3,1007.0,9.7,14.3,20.0,33.0,78.1,57.9,0.0,999.9,0,682
2,2017,2017-04-11,04,11,47.7,41.4,1020.4,7.0,7.8,18.1,22.9,55.0,42.1,0.52,999.9,0,703
3,2017,2017-04-12,04,12,48.2,36.3,1027.8,10.0,5.6,11.1,21.0,57.0,39.0,0.0,999.9,0,726
4,2017,2017-04-13,04,13,50.9,36.5,1026.9,9.7,8.3,11.1,19.0,62.1,45.0,0.04,999.9,0,665
5,2017,2017-04-14,04,14,55.4,43.1,1023.0,10.0,7.4,9.9,999.9,69.1,46.0,0.15,999.9,0,773
6,2017,2017-04-15,04,15,70.3,56.2,1014.6,9.8,13.8,22.0,33.0,82.0,62.1,0.15,999.9,0,817
7,2017,2017-04-16,04,16,67.8,53.0,1011.7,9.7,12.0,18.1,28.0,79.0,60.1,0.34,999.9,0,686
1,2017,2017-04-17,04,17,59.7,35.9,1020.1,10.0,5.0,11.1,999.9,69.1,48.9,0.0,999.9,0,752
2,2017,2017-04-18,04,18,58.1,40.2,1020.2,10.0,9.0,18.1,27.0,77.0,44.1,0.0,999.9,0,735
3,2017,2017-04-19,04,19,64.5,54.0,1015.5,9.9,8.1,13.0,999.9,75.9,51.1,0.0,999.9,0,758
4,2017,2017-04-20,04,20,58.4,49.5,1012.4,9.8,10.9,19.0,28.0,75.0,46.0,0.06,999.9,0,713
5,2017,2017-04-21,04,21,50.6,36.1,1017.0,10.0,12.6,18.1,28.0,59.0,45.0,0.0,999.9,0,814
6,2017,2017-04-22,04,22,50.3,31.3,1021.7,10.0,11.1,14.0,21.0,57.9,44.1,0.0,999.9,0,701
7,2017,2017-04-23,04,23,54.9,29.2,1020.0,10.0,4.0,12.0,14.0,69.1,39.0,0.0,999.9,0,703
1,2017,2017-04-24,04,24,57.7,35.4,1015.0,10.0,6.6,12.0,15.0,72.0,42.1,0.0,999.9,0,736
2,2017,2017-04-25,04,25,66.4,45.7,1004.9,10.0,9.8,15.0,22.9,80.1,57.0,0.0,999.9,0,757
3,2017,2017-04-26,04,26,71.3,55.3,997.8,10.0,11.2,20.0,26.0,78.1,66.0,0.0,999.9,0,758
4,2017,2017-04-27,04,27,54.6,49.0,1000.5,8.3,12.2,22.9,32.1,71.1,45.0,0.37,999.9,0,716
5,2017,2017-04-28,04,28,49.6,40.9,1012.4,9.8,5.4,14.0,17.1,59.0,42.1,0.11,999.9,0,832
6,2017,2017-04-29,04,29,45.6,39.6,1018.4,7.5,14.9,22.9,32.1,53.1,41.0,0.0,999.9,0,615
7,2017,2017-04-30,04,30,45.2,44.2,1011.3,3.9,15.0,28.9,39.0,46.9,42.8,1.88,999.9,0,656
1,2017,2017-05-01,05,01,51.7,46.7,997.7,8.1,11.6,22.0,32.1,57.9,45.0,1.11,999.9,0,860
2,2017,2017-05-02,05,02,46.1,39.2,1005.4,9.1,14.9,19.0,28.9,51.1,42.1,0.37,999.9,0,689
3,2017,2017-05-03,05,03,48.1,34.3,1020.0,10.0,6.0,9.9,20.0,55.9,37.9,0.1,999.9,0,739
4,2017,2017-05-04,05,04,48.9,37.0,1016.4,10.0,11.9,21.0,31.1,52.0,46.9,0.0,999.9,0,741
5,2017,2017-05-05,05,05,49.0,38.3,1010.9,10.0,15.1,21.0,34.0,57.9,43.0,0.0,999.9,0,797
6,2017,2017-05-06,05,06,50.5,36.3,1009.4,9.9,12.3,20.0,29.9,57.0,45.0,0.07,999.9,0,713
7,2017,2017-05-07,05,07,48.0,26.1,1016.0,10.0,8.5,17.1,22.9,57.9,37.9,0.0,999.9,0,629
1,2017,2017-05-08,05,08,46.6,26.8,1019.8,10.0,6.3,13.0,19.0,55.0,39.0,0.0,999.9,0,705
2,2017,2017-05-09,05,09,48.3,37.1,1015.3,9.8,5.8,8.9,15.0,60.1,42.1,0.3,999.9,0,707
3,2017,2017-05-10,05,10,55.4,41.4,1014.0,9.5,6.1,12.0,22.0,64.9,50.0,0.03,999.9,0,663
4,2017,2017-05-11,05,11,54.7,48.7,1013.5,6.7,9.3,18.1,32.1,63.0,48.9,0.82,999.9,0,734
5,2017,2017-05-12,05,12,59.0,42.2,1014.4,10.0,6.3,14.0,22.0,71.1,46.9,0.0,999.9,0,847
6,2017,2017-05-13,05,13,63.2,45.4,1012.0,10.0,6.4,14.0,22.9,81.0,48.0,0.0,999.9,0,724
7,2017,2017-05-14,05,14,63.3,45.1,1011.4,10.0,6.2,15.0,20.0,80.1,54.0,0.0,999.9,0,712
1,2017,2017-05-15,05,15,64.9,45.9,1013.7,10.0,6.7,12.0,15.9,84.9,51.1,0.0,999.9,0,872
2,2017,2017-05-16,05,16,76.9,58.3,1008.4,10.0,10.5,22.0,31.1,89.1,66.9,0.0,999.9,0,747
3,2017,2017-05-17,05,17,78.9,59.2,1004.3,9.8,15.5,25.1,36.9,86.0,71.1,0.0,999.9,0,834
4,2017,2017-05-18,05,18,75.5,59.6,1005.3,9.5,16.6,27.0,38.1,82.0,64.9,0.48,999.9,0,775
5,2017,2017-05-19,05,19,48.3,41.0,1018.4,8.8,17.3,22.9,28.9,75.9,44.1,0.01,999.9,0,776
6,2017,2017-05-20,05,20,53.3,48.7,1018.0,9.3,10.6,15.9,19.0,68.0,46.9,0.25,999.9,0,664
7,2017,2017-05-21,05,21,62.1,54.3,1012.7,8.8,9.8,17.1,24.1,68.0,53.1,0.4,999.9,0,791
1,2017,2017-05-22,05,22,59.1,43.6,1015.6,10.0,12.1,19.0,26.0,75.0,48.9,0.07,999.9,0,795
2,2017,2017-05-23,05,23,60.9,54.3,1009.6,9.4,7.7,18.1,24.1,68.0,57.0,0.01,999.9,0,738
3,2017,2017-05-24,05,24,57.0,53.2,1002.3,7.7,9.6,17.1,22.0,61.0,54.0,0.7,999.9,0,761
4,2017,2017-05-25,05,25,58.3,51.5,1002.0,9.9,10.4,14.0,999.9,70.0,52.0,0.01,999.9,0,763
5,2017,2017-05-26,05,26,60.8,52.8,1009.1,9.7,5.4,12.0,999.9,71.1,52.0,0.0,999.9,0,767
6,2017,2017-05-27,05,27,63.4,55.2,1011.2,9.8,6.7,12.0,999.9,75.0,55.9,0.26,999.9,0,800
7,2017,2017-05-28,05,28,67.0,56.4,1007.3,9.9,5.2,15.0,999.9,77.0,59.0,0.0,999.9,0,705
1,2017,2017-05-29,05,29,70.1,47.9,1008.3,10.0,10.6,21.0,33.0,78.1,61.0,0.01,999.9,0,768
2,2017,2017-05-30,05,30,66.0,44.8,1012.7,10.0,9.7,18.1,25.1,73.9,55.9,0.0,999.9,0,814
3,2017,2017-05-31,05,31,64.8,45.1,1014.3,10.0,8.3,15.0,22.9,73.9,54.0,0.0,999.9,0,738
4,2017,2017-06-01,06,01,67.1,42.4,1016.7,10.0,5.3,12.0,999.9,79.0,55.0,0.0,999.9,0,885
5,2017,2017-06-02,06,02,71.9,42.4,1017.2,10.0,5.4,11.1,999.9,84.9,57.9,0.0,999.9,0,841
6,2017,2017-06-03,06,03,75.2,49.4,1015.2,10.0,6.2,15.0,999.9,86.0,63.0,0.0,999.9,0,823
7,2017,2017-06-04,06,04,81.0,59.6,1009.4,10.0,7.3,14.0,18.1,91.0,72.0,0.0,999.9,0,820
1,2017,2017-06-05,06,05,71.3,57.5,1008.5,10.0,9.0,18.1,25.1,89.1,64.9,0.0,999.9,0,736
2,2017,2017-06-06,06,06,64.8,46.5,1015.6,10.0,12.1,19.0,26.0,75.0,55.0,0.0,999.9,0,825
3,2017,2017-06-07,06,07,67.0,45.9,1018.6,10.0,10.0,14.0,21.0,75.9,57.9,0.0,999.9,0,787
4,2017,2017-06-08,06,08,70.4,45.0,1015.5,10.0,4.3,14.0,999.9,82.9,57.0,0.0,999.9,0,769
5,2017,2017-06-09,06,09,75.6,53.4,1008.1,10.0,8.6,14.0,20.0,89.1,66.0,0.05,999.9,0,816
6,2017,2017-06-10,06,10,76.1,55.2,1009.2,9.9,12.3,25.1,34.0,91.0,68.0,0.02,999.9,0,785
7,2017,2017-06-11,06,11,82.1,57.6,1011.3,10.0,13.8,17.1,26.0,93.9,71.1,0.0,999.9,0,813
1,2017,2017-06-12,06,12,84.7,62.1,1011.9,10.0,11.8,15.0,22.0,95.0,73.9,0.0,999.9,0,740
2,2017,2017-06-13,06,13,80.3,64.5,1013.0,10.0,6.7,15.9,999.9,91.9,72.0,0.0,999.9,0,807
3,2017,2017-06-14,06,14,77.7,66.2,1011.8,9.1,7.4,24.1,35.9,90.0,68.0,0.05,999.9,1,769
4,2017,2017-06-15,06,15,77.2,64.8,1009.2,10.0,7.9,15.0,22.0,91.0,70.0,1.05,999.9,0,823
5,2017,2017-06-16,06,16,77.8,62.2,1008.3,10.0,9.4,18.1,25.1,89.1,66.9,0.06,999.9,0,835
6,2017,2017-06-17,06,17,80.5,67.5,1003.2,10.0,9.1,15.9,22.9,88.0,73.0,0.02,999.9,0,826
7,2017,2017-06-18,06,18,75.6,63.8,1002.2,10.0,10.8,20.0,27.0,82.9,71.1,0.03,999.9,0,786
1,2017,2017-06-19,06,19,70.7,56.0,1008.5,10.0,8.1,15.9,27.0,79.0,64.0,0.0,999.9,0,745
2,2017,2017-06-20,06,20,66.6,54.6,1013.1,10.0,8.8,17.1,27.0,80.1,59.0,0.23,999.9,0,802
3,2017,2017-06-21,06,21,68.5,56.2,1013.7,10.0,5.8,12.0,999.9,79.0,57.0,0.01,999.9,0,786
4,2017,2017-06-22,06,22,79.3,66.3,1009.3,10.0,10.1,17.1,24.1,89.1,71.1,0.0,999.9,0,819
5,2017,2017-06-23,06,23,76.7,62.8,1004.7,9.4,10.4,19.0,25.1,84.0,66.9,0.02,999.9,0,777
6,2017,2017-06-24,06,24,70.0,52.0,1012.2,10.0,11.6,18.1,25.1,80.1,62.1,0.01,999.9,0,819
7,2017,2017-06-25,06,25,65.4,46.6,1017.9,10.0,11.0,17.1,22.0,73.0,55.9,0.0,999.9,0,797
1,2017,2017-06-26,06,26,64.7,46.8,1018.3,10.0,10.5,18.1,28.0,73.9,55.0,0.0,999.9,0,787
2,2017,2017-06-27,06,27,65.3,45.7,1018.6,10.0,6.0,13.0,21.0,77.0,54.0,0.0,999.9,0,771
3,2017,2017-06-28,06,28,69.8,52.3,1014.0,9.9,10.6,20.0,28.0,82.9,63.0,0.0,999.9,0,707
4,2017,2017-06-29,06,29,76.2,64.7,1008.1,9.9,11.5,19.0,27.0,82.9,68.0,0.24,999.9,0,776
5,2017,2017-06-30,06,30,73.7,67.5,1009.2,8.8,6.0,12.0,999.9,82.9,66.9,0.21,999.9,0,778
6,2017,2017-07-01,07,01,76.3,61.2,1010.8,10.0,8.8,17.1,22.9,82.9,68.0,0.01,999.9,0,935
7,2017,2017-07-02,07,02,75.4,57.3,1015.4,10.0,7.4,15.9,21.0,89.1,62.1,0.0,999.9,0,780
1,2017,2017-07-03,07,03,75.2,64.5,1015.9,10.0,6.6,12.0,999.9,82.9,70.0,0.0,999.9,0,863
2,2017,2017-07-04,07,04,74.5,62.8,1017.2,10.0,7.9,13.0,999.9,84.0,68.0,0.01,999.9,0,796
3,2017,2017-07-05,07,05,78.3,61.5,1018.0,8.8,6.4,12.0,999.9,87.1,71.1,0.0,999.9,0,858
4,2017,2017-07-06,07,06,82.2,64.4,1014.5,9.9,5.1,9.9,19.0,91.9,72.0,0.0,999.9,0,781
5,2017,2017-07-07,07,07,81.5,67.7,1010.3,10.0,9.1,15.0,19.0,91.0,75.9,0.0,999.9,0,758
6,2017,2017-07-08,07,08,71.5,55.4,1014.6,10.0,7.5,15.0,19.0,78.1,64.0,0.0,999.9,0,759
7,2017,2017-07-09,07,09,74.7,52.5,1015.9,10.0,7.0,13.0,19.0,87.1,61.0,0.0,999.9,0,822
1,2017,2017-07-10,07,10,78.2,67.9,1009.4,9.7,8.4,21.0,28.0,84.9,68.0,0.17,999.9,0,779
2,2017,2017-07-11,07,11,78.2,70.6,1009.9,9.2,4.4,11.1,21.0,86.0,72.0,0.22,999.9,0,769
3,2017,2017-07-12,07,12,77.3,70.8,1011.5,9.4,8.2,13.0,18.1,80.1,69.1,0.05,999.9,0,690
4,2017,2017-07-13,07,13,78.4,69.5,1013.2,10.0,8.5,17.1,26.0,84.0,73.9,0.7,999.9,0,819
5,2017,2017-07-14,07,14,72.2,61.0,1017.6,9.9,7.6,11.1,19.0,82.0,66.9,0.0,999.9,0,798
6,2017,2017-07-15,07,15,71.0,59.1,1019.5,10.0,5.2,12.0,15.9,82.9,61.0,0.0,999.9,0,888
7,2017,2017-07-16,07,16,73.1,62.5,1015.3,10.0,10.3,22.9,33.0,81.0,70.0,0.0,999.9,0,812
1,2017,2017-07-17,07,17,69.2,57.7,1016.6,10.0,6.7,15.0,999.9,79.0,57.9,0.0,999.9,0,844
2,2017,2017-07-18,07,18,76.0,59.4,1016.7,9.5,3.3,8.9,999.9,90.0,63.0,0.0,999.9,0,792
3,2017,2017-07-19,07,19,80.5,66.9,1016.9,10.0,6.8,11.1,999.9,89.1,73.0,0.0,999.9,0,768
4,2017,2017-07-20,07,20,77.3,70.0,1014.5,9.1,8.0,20.0,38.1,89.1,70.0,0.64,999.9,1,760
5,2017,2017-07-21,07,21,81.5,70.2,1013.4,10.0,6.1,13.0,999.9,89.1,75.0,0.65,999.9,0,758
6,2017,2017-07-22,07,22,78.0,70.5,1008.2,8.0,8.7,25.1,33.0,87.1,72.0,1.21,999.9,1,755
7,2017,2017-07-23,07,23,80.3,67.6,1007.7,10.0,5.2,15.0,18.1,91.0,73.0,0.03,999.9,0,842
1,2017,2017-07-24,07,24,71.5,61.0,1013.6,10.0,10.2,14.0,19.0,75.9,68.0,0.03,999.9,0,781
2,2017,2017-07-25,07,25,73.1,58.3,1020.4,10.0,7.3,13.0,999.9,82.0,66.0,0.0,999.9,0,850
3,2017,2017-07-26,07,26,76.6,63.1,1017.5,10.0,6.8,8.9,999.9,84.9,68.0,0.0,999.9,0,752
4,2017,2017-07-27,07,27,78.6,70.1,1012.6,8.0,8.1,15.9,17.1,82.0,73.9,0.07,999.9,0,790
5,2017,2017-07-28,07,28,74.2,62.6,1013.6,10.0,12.4,17.1,24.1,79.0,70.0,0.0,999.9,0,851
6,2017,2017-07-29,07,29,72.7,54.5,1018.0,10.0,11.4,15.9,24.1,78.1,64.9,0.0,999.9,0,800
7,2017,2017-07-30,07,30,73.5,59.0,1020.9,10.0,4.9,11.1,999.9,84.0,64.0,0.0,999.9,0,818
1,2017,2017-07-31,07,31,76.8,60.3,1020.8,10.0,3.5,11.1,999.9,86.0,68.0,0.0,999.9,0,793
2,2017,2017-08-01,08,01,77.9,62.5,1017.7,10.0,4.0,11.1,999.9,86.0,71.1,0.0,999.9,0,958
3,2017,2017-08-02,08,02,77.2,64.2,1015.4,9.6,5.4,11.1,999.9,87.1,68.0,0.0,999.9,0,774
4,2017,2017-08-03,08,03,76.8,67.4,1013.7,9.0,7.6,20.0,29.9,86.0,71.1,0.0,999.9,0,849
5,2017,2017-08-04,08,04,62.9,55.2,1011.0,10.0,12.4,25.1,33.0,75.9,55.9,0.66,999.9,0,924
6,2017,2017-08-05,08,05,67.7,54.5,1016.1,10.0,7.2,13.0,15.9,79.0,59.0,0.01,999.9,0,928
7,2017,2017-08-06,08,06,71.9,57.3,1015.9,10.0,6.1,12.0,19.0,77.0,66.0,0.0,999.9,0,865
1,2017,2017-08-07,08,07,70.5,57.8,1016.3,10.0,6.6,14.0,999.9,77.0,64.0,0.0,999.9,0,773
2,2017,2017-08-08,08,08,70.4,51.9,1020.3,10.0,4.4,8.9,14.0,84.0,59.0,0.0,999.9,0,768
3,2017,2017-08-09,08,09,74.6,56.1,1020.6,10.0,3.5,8.0,999.9,82.9,64.0,0.0,999.9,0,769
4,2017,2017-08-10,08,10,75.6,58.7,1017.5,10.0,7.7,15.9,20.0,84.9,64.9,0.0,999.9,0,790
5,2017,2017-08-11,08,11,74.0,60.8,1014.1,10.0,8.5,15.0,21.0,82.0,68.0,0.0,999.9,0,765
6,2017,2017-08-12,08,12,69.4,57.1,1016.5,10.0,8.4,12.0,999.9,75.9,61.0,0.0,999.9,0,812
7,2017,2017-08-13,08,13,69.3,55.5,1017.1,10.0,3.2,8.9,999.9,77.0,59.0,0.0,999.9,0,730
1,2017,2017-08-14,08,14,74.0,58.6,1011.9,10.0,4.8,9.9,15.0,84.0,64.9,0.0,999.9,0,815
2,2017,2017-08-15,08,15,76.5,65.3,1010.7,9.8,6.6,12.0,999.9,84.0,68.0,0.0,999.9,0,795
3,2017,2017-08-16,08,16,77.1,66.3,1013.6,9.8,6.5,12.0,15.9,91.9,70.0,0.0,999.9,0,795
4,2017,2017-08-17,08,17,78.3,69.4,1007.3,9.4,12.4,20.0,26.0,84.0,73.0,0.21,999.9,0,768
5,2017,2017-08-18,08,18,75.1,62.4,1008.7,10.0,10.3,18.1,27.0,82.9,66.9,0.07,999.9,0,859
6,2017,2017-08-19,08,19,74.8,59.1,1012.3,10.0,6.0,9.9,999.9,82.0,64.0,0.0,999.9,0,892
7,2017,2017-08-20,08,20,77.2,61.2,1015.2,10.0,5.8,9.9,18.1,89.1,66.9,0.0,999.9,0,776
1,2017,2017-08-21,08,21,79.5,69.9,1015.8,10.0,7.0,13.0,19.0,87.1,73.0,0.06,999.9,0,754
2,2017,2017-08-22,08,22,75.2,64.9,1011.5,9.5,11.1,17.1,32.1,81.0,71.1,0.69,999.9,0,780
3,2017,2017-08-23,08,23,69.5,51.4,1015.6,10.0,8.2,15.0,20.0,78.1,60.1,0.05,999.9,0,747
4,2017,2017-08-24,08,24,67.7,54.7,1017.6,10.0,7.5,17.1,22.9,75.9,60.1,0.0,999.9,0,801
5,2017,2017-08-25,08,25,64.4,48.8,1022.7,10.0,5.5,9.9,999.9,73.0,53.1,0.0,999.9,0,772
6,2017,2017-08-26,08,26,68.6,52.2,1023.8,10.0,5.7,8.9,999.9,78.1,59.0,0.0,999.9,0,780
7,2017,2017-08-27,08,27,70.3,54.2,1019.6,10.0,7.4,9.9,15.0,79.0,64.0,0.0,999.9,0,755
1,2017,2017-08-28,08,28,70.6,61.1,1015.9,9.7,4.6,9.9,999.9,78.1,66.0,0.16,999.9,0,688
2,2017,2017-08-29,08,29,70.0,62.4,1016.2,8.5,4.1,8.9,999.9,75.9,63.0,0.04,999.9,0,724
3,2017,2017-08-30,08,30,70.3,59.9,1017.0,9.5,4.4,8.0,999.9,81.0,61.0,0.0,999.9,0,788
4,2017,2017-08-31,08,31,70.1,59.2,1018.9,9.9,11.1,17.1,21.0,75.0,66.9,0.0,999.9,0,735
5,2017,2017-09-01,09,01,64.5,49.8,1020.6,9.8,12.7,15.9,21.0,69.1,57.9,0.0,999.9,0,919
6,2017,2017-09-02,09,02,64.0,45.8,1017.3,10.0,4.1,8.9,999.9,73.9,50.0,0.0,999.9,0,771
7,2017,2017-09-03,09,03,68.4,55.0,1014.6,9.7,6.3,22.0,26.0,84.0,57.0,0.26,999.9,0,757
1,2017,2017-09-04,09,04,73.5,58.6,1008.9,9.8,10.9,18.1,25.1,84.0,68.0,0.0,999.9,0,716
2,2017,2017-09-05,09,05,64.1,48.9,1010.5,10.0,11.0,19.0,24.1,73.9,55.0,0.0,999.9,0,704
3,2017,2017-09-06,09,06,58.4,45.0,1014.9,10.0,8.0,12.0,15.0,66.9,50.0,0.0,999.9,0,648
4,2017,2017-09-07,09,07,60.6,46.2,1016.7,10.0,7.7,15.0,21.0,70.0,53.1,0.0,999.9,0,728
5,2017,2017-09-08,09,08,63.5,48.5,1020.7,10.0,5.3,13.0,999.9,72.0,59.0,0.0,999.9,0,702
