day,crime_date,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
4,2015-01-22,01,22,32.2,23.8,1028.9,9.8,4.8,8.0,999.9,36.0,30.0,0.0,999.9,0,752
5,2015-01-23,01,23,31.7,24.3,1024.7,8.2,10.2,14.0,999.9,34.0,30.0,0.0,999.9,0,800
6,2015-01-24,01,24,35.1,27.7,1008.6,9.7,8.5,14.0,17.1,45.0,30.0,0.0,999.9,0,756
7,2015-01-25,01,25,34.1,30.2,1007.8,6.4,10.3,20.0,27.0,37.0,28.4,0.0,1.2,0,646
1,2015-01-26,01,26,25.9,18.1,1015.5,9.0,7.3,15.0,22.0,37.9,21.0,0.06,1.2,0,656
2,2015-01-27,01,27,29.3,22.5,1019.7,5.8,6.1,11.1,999.9,33.1,21.0,0.04,1.2,0,675
3,2015-01-28,01,28,28.7,18.5,1024.7,10.0,6.8,14.0,24.1,36.0,24.1,0.0,999.9,0,646
4,2015-01-29,01,29,36.1,26.1,1012.3,9.3,12.7,18.1,26.0,39.0,24.1,0.03,999.9,0,703
5,2015-01-30,01,30,29.7,13.3,1030.9,9.8,9.2,18.1,22.9,39.0,23.0,0.0,999.9,0,714
6,2015-01-31,01,31,30.3,20.6,1026.6,10.0,6.5,15.0,999.9,39.0,23.0,0.0,999.9,0,636
7,2015-02-01,02,01,31.8,28.6,1016.6,1.4,11.2,21.0,31.1,39.0,23.0,0.25,13.0,1,562
1,2015-02-02,02,02,18.1,11.5,1020.3,5.0,14.2,25.1,33.0,33.1,10.0,0.21,16.9,1,474
2,2015-02-03,02,03,16.7,10.0,1023.6,8.9,7.5,11.1,999.9,27.0,8.1,0.0,16.9,1,511
3,2015-02-04,02,04,25.4,19.8,1019.8,4.5,6.4,14.0,20.0,30.0,8.1,0.05,16.1,0,577
4,2015-02-05,02,05,11.4,0.2,1032.0,10.0,7.1,13.0,18.1,30.0,3.0,0.0,15.0,0,572
5,2015-02-06,02,06,20.2,10.6,1024.2,9.8,9.4,15.0,17.1,32.0,3.0,0.0,14.2,0,696
6,2015-02-07,02,07,33.6,27.1,1012.6,9.6,7.2,11.1,21.0,43.0,15.1,0.0,11.0,0,679
7,2015-02-08,02,08,38.5,34.5,1005.1,7.1,7.8,17.1,999.9,44.1,25.0,0.0,5.1,0,615
1,2015-02-09,02,09,29.3,24.6,1019.7,6.9,13.4,15.9,22.9,42.1,27.0,0.0,3.9,0,607
2,2015-02-10,02,10,28.4,19.1,1024.5,9.6,7.1,13.0,17.1,33.1,25.0,0.0,3.9,0,629
3,2015-02-11,02,11,32.6,24.3,1017.9,8.9,10.0,15.9,21.0,37.9,25.0,0.0,3.1,0,606
4,2015-02-12,02,12,18.3,4.6,1027.4,9.4,13.8,20.0,28.0,37.9,10.9,0.0,3.1,0,611
5,2015-02-13,02,13,14.5,3.9,1027.7,10.0,8.4,14.0,999.9,25.0,7.0,0.0,3.1,0,632
6,2015-02-14,02,14,21.1,8.7,1017.6,9.2,15.9,28.0,41.0,28.9,7.0,0.0,3.1,0,597
7,2015-02-15,02,15,7.3,-4.4,1035.1,7.6,9.4,15.9,20.0,28.9,0.0,0.0,3.1,0,552
1,2015-02-16,02,16,12.8,-4.8,1026.6,10.0,4.2,8.9,999.9,19.0,0.0,0.0,3.1,0,537
2,2015-02-17,02,17,18.2,7.3,1016.3,8.7,9.1,15.9,999.9,21.9,8.1,0.0,3.1,0,597
3,2015-02-18,02,18,9.6,-2.8,1015.8,9.9,12.8,18.1,24.1,21.9,5.0,0.0,3.1,0,511
4,2015-02-19,02,19,1.3,-14.1,1029.4,9.7,11.9,17.1,22.9,10.9,-5.1,0.0,3.1,0,463
5,2015-02-20,02,20,7.0,-5.0,1027.6,9.3,8.8,17.1,25.1,19.9,-5.1,0.0,3.1,0,651
6,2015-02-21,02,21,23.4,13.5,1016.0,9.3,6.3,15.9,21.0,32.0,19.0,0.0,3.1,0,652
7,2015-02-22,02,22,24.3,11.9,1029.0,9.0,8.7,14.0,20.0,33.1,15.1,0.0,3.1,0,593
1,2015-02-23,02,23,7.7,-9.3,1039.9,10.0,9.8,15.0,21.0,30.0,0.0,0.0,3.1,0,572
2,2015-02-24,02,24,13.9,2.1,1019.5,10.0,12.6,20.0,27.0,30.9,0.0,0.0,3.1,0,628
3,2015-02-25,02,25,24.1,9.9,1014.2,8.9,7.9,14.0,18.1,32.0,6.1,0.0,3.1,0,571
4,2015-02-26,02,26,20.2,12.3,1023.0,3.1,11.5,17.1,22.9,28.0,16.0,0.06,7.1,1,517
5,2015-02-27,02,27,10.0,-3.5,1035.7,10.0,6.7,9.9,999.9,21.9,0.0,0.0,5.9,0,638
6,2015-02-28,02,28,11.0,-1.6,1040.8,10.0,4.6,8.9,999.9,23.0,0.0,0.0,5.9,0,545
7,2015-03-01,03,01,22.0,15.9,1031.2,7.3,5.1,12.0,999.9,27.0,19.0,0.0,5.9,0,756
1,2015-03-02,03,02,23.8,12.4,1032.1,10.0,6.6,12.0,999.9,34.0,16.0,0.01,5.1,0,658
2,2015-03-03,03,03,30.7,22.9,1018.9,6.5,10.6,15.0,22.9,37.0,16.0,0.04,3.9,0,636
3,2015-03-04,03,04,26.6,14.8,1017.7,10.0,10.4,15.0,21.0,37.0,19.9,0.06,3.9,0,562
4,2015-03-05,03,05,15.2,-2.2,1031.7,10.0,8.9,12.0,15.9,33.1,9.0,0.0,3.9,0,612
5,2015-03-06,03,06,14.7,3.4,1032.2,10.0,10.4,18.1,26.0,27.0,6.1,0.0,3.9,0,712
6,2015-03-07,03,07,34.1,23.6,1019.9,10.0,10.6,15.9,20.0,46.0,25.0,0.0,2.0,0,697
7,2015-03-08,03,08,37.1,28.2,1022.0,10.0,6.7,11.1,999.9,46.0,26.1,0.0,1.2,0,625
1,2015-03-09,03,09,40.0,27.1,1021.9,10.0,4.7,7.0,999.9,52.0,28.0,0.0,1.2,0,726
2,2015-03-10,03,10,43.9,38.1,1017.6,4.6,6.2,12.0,999.9,54.0,28.0,0.0,999.9,1,753
3,2015-03-11,03,11,44.7,34.4,1022.5,6.5,6.5,12.0,999.9,54.0,36.0,0.0,999.9,1,746
4,2015-03-12,03,12,44.9,27.7,1031.6,10.0,6.5,14.0,21.0,57.9,33.1,0.0,999.9,0,751
5,2015-03-13,03,13,50.6,31.5,1023.5,10.0,6.3,9.9,999.9,64.9,33.1,0.0,999.9,0,814
6,2015-03-14,03,14,52.5,38.6,1016.6,9.7,8.2,15.0,28.9,64.9,41.0,0.0,999.9,0,798
7,2015-03-15,03,15,47.6,33.3,1022.3,10.0,6.7,15.0,22.9,64.0,34.0,0.0,999.9,0,778
1,2015-03-16,03,16,61.3,39.0,1013.3,10.0,11.7,18.1,27.0,73.9,51.1,0.0,999.9,0,779
2,2015-03-17,03,17,44.1,25.4,1022.2,10.0,15.0,24.1,34.0,73.9,36.0,0.0,999.9,0,692
3,2015-03-18,03,18,38.8,14.2,1027.5,10.0,4.3,9.9,999.9,50.0,30.0,0.0,999.9,0,690
4,2015-03-19,03,19,44.4,16.9,1024.3,10.0,7.4,13.0,18.1,50.0,30.0,0.0,999.9,0,717
5,2015-03-20,03,20,44.0,33.1,1019.4,9.3,7.8,13.0,999.9,52.0,39.0,0.0,999.9,0,775
6,2015-03-21,03,21,43.0,34.9,1019.4,8.1,11.4,17.1,19.0,52.0,37.9,0.0,999.9,0,689
7,2015-03-22,03,22,34.8,22.1,1025.8,9.8,10.0,15.0,999.9,50.0,30.9,0.0,999.9,0,656
1,2015-03-23,03,23,31.4,25.2,1025.7,6.6,11.5,17.1,19.0,37.0,30.0,0.07,3.1,1,592
2,2015-03-24,03,24,32.4,21.6,1025.4,9.9,9.1,15.0,17.1,39.0,25.0,0.08,2.0,0,639
3,2015-03-25,03,25,40.7,34.3,1015.2,7.0,11.0,17.1,22.0,43.0,25.0,0.17,999.9,0,723
4,2015-03-26,03,26,39.7,28.4,1016.2,9.7,8.1,13.0,19.0,46.0,35.1,0.13,999.9,0,684
5,2015-03-27,03,27,30.8,16.8,1021.0,8.3,12.1,17.1,24.1,46.0,25.0,0.01,1.2,0,725
6,2015-03-28,03,28,29.2,10.7,1026.6,10.0,6.2,12.0,15.9,37.0,21.0,0.0,999.9,0,657
7,2015-03-29,03,29,34.9,19.8,1019.9,10.0,12.4,22.0,28.0,48.9,21.0,0.0,999.9,0,619
1,2015-03-30,03,30,49.1,31.0,1015.5,10.0,9.0,20.0,26.0,64.0,28.0,0.04,999.9,0,719
2,2015-03-31,03,31,50.1,35.7,1010.9,9.2,9.4,18.1,31.1,64.0,37.0,0.0,999.9,0,693
3,2015-04-01,04,01,55.9,36.2,1015.4,10.0,8.5,18.1,27.0,73.9,41.0,0.0,999.9,0,927
4,2015-04-02,04,02,60.6,43.2,1008.0,9.5,11.0,15.0,25.1,73.9,41.0,0.02,999.9,0,794
5,2015-04-03,04,03,52.0,31.8,1012.6,10.0,8.9,17.1,22.0,68.0,39.0,0.25,999.9,0,710
6,2015-04-04,04,04,42.9,24.1,1023.4,10.0,10.7,19.0,26.0,61.0,30.9,0.0,999.9,0,694
7,2015-04-05,04,05,56.3,23.8,1018.3,10.0,10.3,15.9,24.1,68.0,48.0,0.0,999.9,0,673
1,2015-04-06,04,06,55.0,33.2,1015.7,10.0,6.3,11.1,999.9,69.1,46.9,0.0,999.9,0,676
2,2015-04-07,04,07,43.6,39.0,1018.1,5.1,10.5,15.0,999.9,46.9,41.0,0.11,999.9,0,603
3,2015-04-08,04,08,47.2,44.2,1014.9,3.2,7.6,13.0,19.0,54.0,39.9,0.04,999.9,1,679
4,2015-04-09,04,09,54.6,51.3,1006.8,4.3,9.1,17.1,26.0,73.9,43.0,0.21,999.9,0,648
5,2015-04-10,04,10,54.5,41.6,1007.1,9.8,19.2,29.9,42.0,73.9,42.1,0.82,999.9,0,714
6,2015-04-11,04,11,50.5,33.7,1022.6,10.0,7.2,14.0,17.1,64.9,39.0,0.0,999.9,0,720
7,2015-04-12,04,12,58.8,32.1,1019.8,10.0,8.0,17.1,22.9,71.1,39.0,0.0,999.9,0,773
1,2015-04-13,04,13,63.3,40.4,1014.4,9.8,10.5,18.1,22.0,71.1,46.9,0.11,999.9,0,735
2,2015-04-14,04,14,58.2,24.9,1023.0,10.0,5.1,8.9,999.9,69.1,46.0,0.03,999.9,0,767
3,2015-04-15,04,15,56.0,26.8,1023.8,10.0,9.6,18.1,999.9,66.9,44.1,0.0,999.9,0,798
4,2015-04-16,04,16,54.8,37.9,1019.9,8.8,7.1,11.1,999.9,66.9,44.1,0.34,999.9,0,686
5,2015-04-17,04,17,62.4,45.9,1017.9,9.1,3.8,8.0,999.9,80.1,46.9,0.0,999.9,0,785
6,2015-04-18,04,18,62.3,43.8,1016.5,10.0,7.4,18.1,21.0,80.1,48.9,0.0,999.9,0,769
7,2015-04-19,04,19,57.5,38.3,1009.6,9.4,8.7,14.0,999.9,69.1,50.0,0.0,999.9,0,703
1,2015-04-20,04,20,50.8,44.9,995.1,7.0,14.1,22.0,32.1,69.1,46.9,0.42,999.9,0,743
2,2015-04-21,04,21,47.6,29.3,1003.5,10.0,16.2,27.0,38.1,57.9,41.0,0.0,999.9,0,663
3,2015-04-22,04,22,42.2,23.6,1008.5,9.9,12.7,19.0,28.0,46.9,37.0,0.0,999.9,0,682
4,2015-04-23,04,23,44.5,22.5,1015.5,10.0,7.9,15.0,28.0,55.9,34.0,0.0,999.9,0,731
5,2015-04-24,04,24,47.5,24.0,1017.4,10.0,4.3,14.0,999.9,60.1,34.0,0.0,999.9,0,761
6,2015-04-25,04,25,45.9,39.3,1010.2,8.8,13.1,21.0,28.0,60.1,35.1,0.29,999.9,0,695
7,2015-04-26,04,26,47.1,30.3,1014.4,10.0,10.7,18.1,22.9,57.0,39.0,0.34,999.9,0,718
1,2015-04-27,04,27,49.1,31.6,1018.9,10.0,11.9,18.1,24.1,57.0,39.0,0.0,999.9,0,721
2,2015-04-28,04,28,49.1,34.3,1020.1,10.0,5.4,12.0,18.1,60.1,37.9,0.0,999.9,0,718
3,2015-04-29,04,29,52.3,35.4,1014.4,10.0,5.2,14.0,999.9,64.0,37.9,0.0,999.9,0,766
4,2015-04-30,04,30,48.0,34.8,1014.5,10.0,12.1,20.0,24.1,64.0,42.1,0.0,999.9,0,666
5,2015-05-01,05,01,52.2,38.0,1020.4,10.0,5.5,9.9,14.0,64.9,39.9,0.0,999.9,0,951
6,2015-05-02,05,02,64.9,38.4,1017.6,10.0,5.8,12.0,17.1,79.0,39.9,0.0,999.9,0,686
7,2015-05-03,05,03,70.1,42.9,1013.9,10.0,8.5,20.0,27.0,82.0,53.1,0.0,999.9,0,745
1,2015-05-04,05,04,67.8,55.0,1015.8,10.0,8.4,14.0,24.1,82.0,60.1,0.2,999.9,0,779
2,2015-05-05,05,05,56.1,48.3,1022.4,5.8,7.2,13.0,18.1,73.9,52.0,0.78,999.9,0,696
3,2015-05-06,05,06,60.1,53.5,1021.2,3.6,5.4,9.9,999.9,82.0,51.1,0.01,999.9,1,739
4,2015-05-07,05,07,71.2,52.9,1016.3,9.9,7.8,19.0,28.0,87.1,51.1,0.0,999.9,0,826
5,2015-05-08,05,08,73.9,61.8,1013.1,9.9,7.8,20.0,27.0,87.1,57.0,0.0,999.9,0,807
6,2015-05-09,05,09,60.4,56.3,1016.4,6.3,7.2,15.9,999.9,68.0,51.8,0.59,999.9,0,685
7,2015-05-10,05,10,50.3,46.9,1017.2,5.7,7.7,9.9,999.9,66.9,46.9,0.18,999.9,0,741
1,2015-05-11,05,11,59.9,54.5,1012.2,8.7,9.4,21.0,28.9,71.1,46.9,0.05,999.9,0,748
2,2015-05-12,05,12,54.2,39.5,1016.4,10.0,15.3,22.0,31.1,71.1,50.0,0.14,999.9,0,757
3,2015-05-13,05,13,49.6,35.3,1029.5,10.0,9.3,14.0,18.1,57.9,45.0,0.0,999.9,0,767
4,2015-05-14,05,14,55.3,40.4,1026.8,10.0,8.7,13.0,19.0,69.1,45.0,0.0,999.9,0,755
5,2015-05-15,05,15,67.6,58.2,1015.2,9.7,9.8,15.0,21.0,79.0,46.0,0.16,999.9,0,822
6,2015-05-16,05,16,72.9,63.9,1014.8,10.0,6.0,12.0,999.9,82.0,60.1,0.03,999.9,0,882
7,2015-05-17,05,17,74.9,66.4,1013.1,8.3,11.3,20.0,29.9,84.0,66.9,0.0,999.9,0,836
1,2015-05-18,05,18,74.6,59.6,1014.1,10.0,12.9,20.0,28.0,84.0,66.9,0.0,999.9,0,758
2,2015-05-19,05,19,51.4,37.4,1021.9,10.0,10.5,17.1,25.1,63.0,48.0,0.0,999.9,0,707
3,2015-05-20,05,20,46.2,30.9,1023.8,10.0,9.1,14.0,19.0,54.0,43.0,0.0,999.9,0,729
4,2015-05-21,05,21,54.7,37.9,1019.1,10.0,7.3,14.0,20.0,70.0,43.0,0.02,999.9,0,745
5,2015-05-22,05,22,60.5,37.5,1020.5,10.0,7.5,14.0,999.9,70.0,46.9,0.0,999.9,0,824
6,2015-05-23,05,23,65.7,37.6,1025.2,10.0,6.7,11.1,19.0,82.9,50.0,0.0,999.9,0,798
7,2015-05-24,05,24,68.8,51.7,1019.6,9.7,5.4,8.9,999.9,82.9,53.1,0.01,999.9,0,687
1,2015-05-25,05,25,74.3,63.4,1011.5,9.8,12.8,21.0,27.0,81.0,62.1,0.43,999.9,0,708
2,2015-05-26,05,26,73.3,64.3,1011.1,9.4,10.9,22.0,39.0,81.0,68.0,0.06,999.9,0,771
3,2015-05-27,05,27,70.9,60.2,1012.5,9.8,11.7,21.0,26.0,77.0,66.9,0.42,999.9,0,737
4,2015-05-28,05,28,72.0,55.7,1020.3,10.0,5.3,13.0,18.1,84.0,60.1,0.06,999.9,0,800
5,2015-05-29,05,29,75.7,62.5,1015.3,9.6,8.7,14.0,21.0,84.0,60.1,0.0,999.9,0,828
6,2015-05-30,05,30,66.0,60.4,1014.3,7.7,10.3,21.0,29.9,84.0,48.9,0.23,999.9,0,719
7,2015-05-31,05,31,48.7,42.8,1021.0,6.4,15.6,20.0,28.0,55.9,44.1,0.77,999.9,0,666
1,2015-06-01,06,01,53.5,42.4,1023.3,10.0,9.2,14.0,999.9,62.1,44.1,0.02,999.9,0,954
2,2015-06-02,06,02,58.0,42.8,1021.6,10.0,4.6,11.1,15.0,71.1,45.0,0.0,999.9,0,772
3,2015-06-03,06,03,65.3,50.1,1017.4,10.0,6.0,9.9,17.1,79.0,45.0,0.0,999.9,0,777
4,2015-06-04,06,04,71.0,58.0,1015.1,10.0,7.2,11.1,999.9,82.0,55.0,0.0,999.9,0,721
5,2015-06-05,06,05,66.8,57.6,1016.9,9.3,11.0,21.0,27.0,82.0,59.0,0.0,999.9,0,786
6,2015-06-06,06,06,62.4,51.4,1020.0,9.9,9.6,14.0,19.0,73.0,54.0,0.0,999.9,0,758
7,2015-06-07,06,07,68.2,59.9,1010.4,9.3,9.3,15.0,26.0,82.9,54.0,0.0,999.9,0,739
1,2015-06-08,06,08,74.9,64.3,1004.7,9.7,11.3,17.1,26.0,86.0,60.1,0.44,999.9,0,681
2,2015-06-09,06,09,72.0,57.5,1008.1,9.7,5.9,12.0,15.0,87.1,61.0,0.1,999.9,0,731
3,2015-06-10,06,10,81.7,64.6,1005.2,10.0,11.5,18.1,27.0,93.9,61.0,0.08,999.9,0,793
4,2015-06-11,06,11,72.1,60.1,1009.4,9.7,6.2,11.1,999.9,77.0,66.0,0.01,999.9,0,802
5,2015-06-12,06,12,65.9,63.2,1009.2,4.1,6.1,15.9,22.9,79.0,59.0,0.28,999.9,0,827
6,2015-06-13,06,13,69.7,62.8,1012.9,6.4,5.8,15.0,18.1,87.1,57.2,0.09,999.9,1,813
7,2015-06-14,06,14,75.9,69.9,1012.0,8.5,7.2,14.0,20.0,88.0,57.9,1.44,999.9,0,794
1,2015-06-15,06,15,76.4,71.8,1012.5,9.0,6.7,21.0,999.9,84.9,70.0,1.54,999.9,1,739
2,2015-06-16,06,16,70.4,60.2,1018.7,8.6,8.5,15.9,21.0,82.9,66.0,1.75,999.9,0,847
3,2015-06-17,06,17,63.5,52.5,1017.5,8.7,4.0,9.9,999.9,72.0,57.9,0.0,999.9,0,722
4,2015-06-18,06,18,74.5,67.1,1013.2,7.1,7.8,22.0,28.9,82.0,57.9,0.33,999.9,1,768
5,2015-06-19,06,19,63.1,53.5,1017.3,10.0,10.7,15.9,999.9,82.0,57.0,0.48,999.9,0,775
6,2015-06-20,06,20,67.4,57.1,1011.5,10.0,5.9,14.0,19.0,82.0,57.0,0.0,999.9,0,766
7,2015-06-21,06,21,76.8,66.6,1010.6,9.7,7.8,17.1,24.1,87.1,57.0,0.22,999.9,0,783
1,2015-06-22,06,22,78.3,71.4,1011.2,9.9,8.7,19.0,27.0,87.1,70.0,0.0,999.9,0,780
2,2015-06-23,06,23,77.2,61.9,1013.3,10.0,9.0,17.1,22.9,84.9,70.0,0.04,999.9,0,732
3,2015-06-24,06,24,72.3,57.4,1019.1,10.0,5.0,9.9,15.9,81.0,66.0,0.0,999.9,0,728
4,2015-06-25,06,25,73.4,65.2,1014.5,9.0,6.7,11.1,999.9,82.9,66.0,0.0,999.9,0,784
5,2015-06-26,06,26,66.3,61.6,1014.6,6.8,7.9,12.0,999.9,82.9,63.0,0.02,999.9,0,784
6,2015-06-27,06,27,66.5,54.0,1014.4,9.7,9.2,14.0,20.0,77.0,59.0,0.7,999.9,0,723
7,2015-06-28,06,28,70.0,51.7,1012.1,10.0,5.0,14.0,25.1,81.0,57.9,0.0,999.9,0,797
1,2015-06-29,06,29,70.6,63.0,1008.6,9.3,4.4,8.0,999.9,81.0,57.9,0.02,999.9,0,751
2,2015-06-30,06,30,70.7,62.3,1008.4,8.5,6.6,15.0,999.9,80.1,64.9,0.06,999.9,0,748
3,2015-07-01,07,01,62.6,53.7,1013.3,10.0,7.7,11.1,999.9,80.1,59.0,0.0,999.9,0,888
4,2015-07-02,07,02,62.8,54.0,1015.1,9.9,9.3,14.0,999.9,70.0,55.4,0.0,999.9,0,757
5,2015-07-03,07,03,68.0,54.0,1014.1,10.0,6.3,11.1,999.9,77.0,55.9,0.0,999.9,0,768
6,2015-07-04,07,04,72.2,56.2,1014.1,9.9,3.1,8.0,999.9,84.0,61.0,0.0,999.9,0,845
7,2015-07-05,07,05,76.0,59.6,1016.6,8.0,3.5,8.9,999.9,84.9,62.1,0.0,999.9,0,898
1,2015-07-06,07,06,78.4,65.7,1013.7,9.2,8.5,15.9,22.9,88.0,64.9,0.0,999.9,0,757
2,2015-07-07,07,07,69.0,57.5,1013.5,8.3,12.3,21.0,27.0,88.0,59.0,0.76,999.9,0,701
3,2015-07-08,07,08,62.5,50.6,1018.4,10.0,7.2,11.1,999.9,73.9,59.0,0.05,999.9,0,718
4,2015-07-09,07,09,66.3,57.4,1014.2,5.9,7.2,11.1,999.9,73.9,59.0,0.04,999.9,0,671
5,2015-07-10,07,10,71.5,57.0,1018.1,9.0,4.3,8.0,999.9,82.0,61.0,0.0,999.9,0,739
6,2015-07-11,07,11,73.7,57.2,1019.1,10.0,3.7,8.9,999.9,82.0,63.0,0.0,999.9,0,798
7,2015-07-12,07,12,75.0,65.4,1014.6,8.5,5.9,9.9,999.9,82.9,64.9,0.09,999.9,0,801
1,2015-07-13,07,13,78.0,67.6,1007.4,10.0,9.1,26.0,33.0,88.0,69.1,0.06,999.9,0,782
2,2015-07-14,07,14,78.0,66.1,1002.4,10.0,9.3,17.1,25.1,88.0,70.0,0.66,999.9,0,711
3,2015-07-15,07,15,68.2,52.4,1013.7,10.0,10.0,15.9,22.0,84.0,62.1,0.0,999.9,0,795
4,2015-07-16,07,16,69.4,57.2,1015.2,9.6,6.9,14.0,20.0,79.0,62.1,0.0,999.9,0,673
5,2015-07-17,07,17,80.0,70.8,1007.5,8.4,7.8,11.1,18.1,93.0,63.0,0.52,999.9,0,825
6,2015-07-18,07,18,82.5,70.8,1008.9,10.0,8.0,17.1,29.9,93.0,73.9,0.03,999.9,0,776
7,2015-07-19,07,19,82.1,68.8,1010.2,10.0,7.0,14.0,21.0,93.0,75.9,0.03,999.9,0,764
1,2015-07-20,07,20,77.6,61.5,1009.2,10.0,5.8,12.0,18.1,89.1,68.0,0.0,999.9,0,778
2,2015-07-21,07,21,77.1,57.7,1009.4,10.0,7.4,9.9,15.9,89.1,68.0,0.0,999.9,0,776
3,2015-07-22,07,22,75.9,54.3,1013.5,10.0,4.1,9.9,999.9,84.0,66.9,0.0,999.9,0,774
4,2015-07-23,07,23,77.7,56.0,1014.7,10.0,4.1,9.9,999.9,86.0,66.9,0.0,999.9,0,810
5,2015-07-24,07,24,79.2,59.2,1014.9,10.0,6.0,15.0,24.1,87.1,66.9,0.0,999.9,0,867
6,2015-07-25,07,25,80.8,66.7,1012.1,10.0,8.2,15.0,999.9,91.9,69.1,0.0,999.9,0,831
7,2015-07-26,07,26,77.4,64.7,1013.0,10.0,4.7,11.1,999.9,91.9,71.1,0.0,999.9,0,802
1,2015-07-27,07,27,80.3,64.2,1014.0,9.5,6.8,14.0,18.1,90.0,71.1,0.0,999.9,0,835
2,2015-07-28,07,28,82.9,66.1,1013.8,10.0,6.8,14.0,999.9,93.9,71.1,0.0,999.9,0,767
3,2015-07-29,07,29,83.3,65.7,1012.8,9.5,8.0,15.0,22.0,93.9,73.9,0.07,999.9,0,763
4,2015-07-30,07,30,80.0,54.5,1015.7,10.0,9.5,15.0,22.0,90.0,69.1,0.0,999.9,0,775
5,2015-07-31,07,31,80.7,55.8,1014.4,10.0,9.9,19.0,28.9,90.0,69.1,0.0,999.9,0,781
6,2015-08-01,08,01,78.2,52.9,1013.6,10.0,8.0,13.0,22.0,90.0,66.0,0.0,999.9,0,1044
7,2015-08-02,08,02,82.5,64.6,1008.9,10.0,12.6,21.0,29.9,95.0,66.0,0.0,999.9,0,821
1,2015-08-03,08,03,77.8,59.0,1007.8,9.8,9.5,27.0,34.0,95.0,68.0,1.06,999.9,0,729
2,2015-08-04,08,04,75.0,53.2,1012.8,10.0,6.1,14.0,18.1,84.0,64.0,0.0,999.9,0,761
3,2015-08-05,08,05,75.6,56.5,1015.9,10.0,5.1,12.0,14.0,84.0,64.0,0.0,999.9,0,772
4,2015-08-06,08,06,76.2,60.0,1013.7,10.0,7.9,12.0,15.9,84.0,64.9,0.0,999.9,0,809
5,2015-08-07,08,07,76.4,57.5,1012.0,10.0,7.5,11.1,15.9,84.9,68.0,0.0,999.9,0,839
6,2015-08-08,08,08,78.1,62.0,1011.4,10.0,6.5,8.9,999.9,84.9,68.0,0.0,999.9,0,849
7,2015-08-09,08,09,74.6,65.5,1013.6,7.2,4.3,8.9,999.9,84.9,70.0,0.0,999.9,0,745
1,2015-08-10,08,10,77.8,67.6,1010.7,8.8,4.8,15.9,22.9,86.0,70.0,0.0,999.9,0,808
2,2015-08-11,08,11,75.0,62.1,1014.7,10.0,6.9,14.0,18.1,86.0,68.0,0.25,999.9,0,790
